_id,Name,Author,Year,Code2
ObjectId("5cab08f182ac8110ad8a3f41"),10 đại tư lệnh quân khu những điều chưa biết,Vĩnh Khang, Cao Tử Biên ; Đoàn Như Trác (dịch). - H. : Thanh niên, 2001,2001,Phòng Mượn: VNM 033668-033669, 036239-036243
ObjectId("5cab08f182ac8110ad8a3f42"),10 kịch ngắn chọn lọc,Hồ Ngọc (tuyển chọn) ; Việt Hùng (giới thiệu). - H. : Văn hóa, 1978,1978,Phòng Mượn: VNM 003843-003844, 019560-019561
ObjectId("5cab08f182ac8110ad8a3f43"),10 mẫu thi mẫu chứng chỉ A quốc gia tiếng Anh,Lê Quang Hùng. - Đồng Tháp : Nxb. Đồng Tháp, 1994,1994,
ObjectId("5cab08f182ac8110ad8a3f44"),10 ngày học kế toán,B.s. : Lý Thị Minh Châu, Hoàng Huy Thông. - Tp. Hồ Chí Minh : Nxb. Trẻ, 2001,2001,Phòng Mượn: VNM 036981-036988
ObjectId("5cab08f182ac8110ad8a3f45"),10 nhà thám hiểm nổi tiếng thế giới,Vũ Bội Tuyền (ch.b.). - H. : Thanh niên, 2000,2000,Phòng Mượn: VNM 034276-034277
ObjectId("5cab08f182ac8110ad8a3f46"),10 nhân vật nổi tiếng thế giới thế kỷ XX,B.s : Trần Bình Dân, Hồng Thanh Quang. - H. : Văn hoá Thông tin, 2002,2002,Phòng Mượn: VNM 035925-035928
ObjectId("5cab08f182ac8110ad8a3f47"),10 nhân vật nổi tiếng thế giới thế kỷ XX,B.s. : Trần Bình Dân, Hồng Thanh Quang. - H. : Văn hoá Thông tin, 2002,2002,Phòng Mượn: VNM 035221-035223
ObjectId("5cab08f182ac8110ad8a3f48"),10 phút chống mệt mỏi,Quách Trường Thanh. - H. : Phụ nữ, 2001,2001,
ObjectId("5cab08f182ac8110ad8a3f49"),10 phút học Quattro Pro for windows,Joe Kraynak ; Người dịch : Nguyễn Văn Hoàng, Lê Minh Trung. - Tp. Hồ Chí Minh : Nxb. Trẻ, 1993,1993,Phòng Giáo trình: VNG 01323:0001->0025
ObjectId("5cab08f182ac8110ad8a3f4a"),10 phút học WordPerfect 6.0,Lê Minh Trung (dịch). - Tp. Hồ Chí Minh : Nxb. Trẻ, 1993,1993,Phòng Mượn: VNM 028428-028430
ObjectId("5cab08f182ac8110ad8a3f4b"),10 vạn câu hỏi vì sao ?,Hồng Minh (b.s.). - H. : Văn hoá thông tin, 2010,2010,
ObjectId("5cab08f182ac8110ad8a3f4c"),10.000 mạch điện thực dụng,Nguyễn Đức ánh. - H. : Giáo dục, 1994,1994,Phòng Giáo trình: VNG 01456:0001->0021
ObjectId("5cab08f182ac8110ad8a3f4d"),100 câu hỏi và đáp về việc dạy toán ở tiểu học,Phạm Đình Thực. - H. : Giáo dục, 2001,2001,Phòng Giáo trình: VNG 02416:0001->0085
ObjectId("5cab08f182ac8110ad8a3f4e"),100 bài đàm thoại dùng trong tiếng Anh,Nguyễn Thuần Hậu. - Đồng Nai : Nxb. Đồng Nai, 1992,1992,
ObjectId("5cab08f182ac8110ad8a3f4f"),100 bài luyện dịch Việt Anh,B.s. : Võ Liêm An, Võ Liêm Anh. - Đồng Nai : Nxb. Đồng Nai, 1999,1999,
ObjectId("5cab08f182ac8110ad8a3f50"),100 bài luyện dịch Việt-Anh,Võ Liêm An, Võ Liêm Anh. - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 1997,1997,
ObjectId("5cab08f182ac8110ad8a3f51"),100 bài tập và bài giải kế toán tài chính,Hà Xuân Thạch (b.s.). - H. : Tài chính, 1999,1999,Phòng Mượn: VNM 036973-036975
ObjectId("5cab08f182ac8110ad8a3f52"),100 bài thơ Pháp từ thế kỉ XV đến thế kỉ XX,Charles d' Orléans, Francoi Villon, Clément Marot,... ; Phạm Nguyên Phẩm (tuyển chọn và dịch). - H. : Giáo dục, 1998,1998,Phòng Mượn: VNM 038644-038645
ObjectId("5cab08f182ac8110ad8a3f53"),100 câu đố mẫu giáo,B.s. : Lê Thị ánh Tuyết, Vũ Minh Hồng, Nguyễn Hà. - H. : Giáo dục, 2001,2001,Phòng Mượn: VNM 039446-039455
ObjectId("5cab08f182ac8110ad8a3f54"),100 câu hỏi chọn lọc và trả lời về di truyền - biến dị,Lê Đình Trung. - H. : Đại học Quốc gia Hà Nội, 2001,2001,Phòng Giáo trình: VNG 02463:0001->0017
ObjectId("5cab08f182ac8110ad8a3f55"),100 Câu hỏi và bài tập hoá hữu cơ,Trần Thạch Văn. - H. : Giáo dục, 1998,1998,Phòng Mượn: VNM 030262-030263
ObjectId("5cab08f182ac8110ad8a3f56"),100 câu hỏi và đáp về việc dạy toán ở tiểu học,Phạm Đình Thực. - H. : Giáo dục, 2002,2002,
ObjectId("5cab08f182ac8110ad8a3f57"),100 câu hỏi về bệnh nam giới,Ngô Ngân Căn, Thẩm Khánh Pháp ; Nguyễn Minh Hùng (h.đ.) ; Nguyễn Duy (dịch). - H. : Thanh Niên, 2000,2000,
ObjectId("5cab08f182ac8110ad8a3f58"),100 điều nên làm và 100 điều nên tránh trong kinh doanh,Thương Mưu Tử ; Tạ Ngọc ái (dịch). - H. : Văn hoá Thông tin, 2005,2005,Phòng Mượn: VNM 040337-040339
ObjectId("5cab08f182ac8110ad8a3f59"),100 great American novels. - New York : The new American library , 1966,,1966,
ObjectId("5cab08f182ac8110ad8a3f5a"),100 lời khuyên khoa học trong gia đình,Nguyễn Hữu Thăng. - H. : Khoa học Kỹ thuật, 1990,1990,Phòng Mượn: VNM 027653
ObjectId("5cab08f182ac8110ad8a3f5b"),100 Màn ảo thuật hoá học,Võ Quỳnh. - Tp. Hồ Chí Minh : Nxb. Trẻ, 1992,1992,Phòng Mượn: VNM 028123-028124
ObjectId("5cab08f182ac8110ad8a3f5c"),100 năm khoa học hình sự thế giới ,Guyếcgien Toócvan ; Người dịch : Dương Văn Ngữ,... - H. : Công an Nhân dân, 2001,2001,Phòng Mượn: VNM 033472-033473
ObjectId("5cab08f182ac8110ad8a3f5d"),100 năm nghệ thuật cải lương Việt Nam,Hoàng Chương. - H. : Văn hóa Thông tin, 2013,2013,
ObjectId("5cab08f182ac8110ad8a3f5e"),100 sự kiện lịch sử Sài Gòn - Thành phố Hồ Chí Minh trong thế kỷ XX,Trần Nam Tiến. - Tp. Hồ Chí Minh : Nxb. Trẻ, 2001,2001,Phòng Mượn: VNM 037086-037088
ObjectId("5cab08f182ac8110ad8a3f5f"),100 tác phẩm nổi tiếng nhất văn hóa Trung Hoa,Nguyễn Tôn Nhan (biên dịch). - H. : Văn học, 1998,1998,Phòng Mượn: VNM 030569-030571
ObjectId("5cab08f182ac8110ad8a3f60"),100 tập đoàn kinh tế hàng đầu châu Âu,Nguyễn Tâm Tình (s.t. & b.s.). - H. : Thế giới, 2001,2001,Phòng Mượn: VNM 037207-037208
ObjectId("5cab08f182ac8110ad8a3f61"),100 thuật mưu thâm của các tướng soái thời xưa,Sưu tầm và biên soạn : Dương Thu ái, Nguyễn Kim Hanh. - H. : Thanh niên, 2008,2008,Phòng Mượn: VNM 040805-040806
ObjectId("5cab08f182ac8110ad8a3f62"),100 tình huống trong quản lý,B.O. Suftsuk ; Dịch : Bùi Quốc Khánh,.... - H. : [Knxb], 1985,1985,
ObjectId("5cab08f182ac8110ad8a3f63"),100 truyện ngắn hay Việt Nam,Ban tuyển chọn : Ma Văn Kháng, Ngô Văn Phú, Lê Minh Khuê. - H. : Nxb. Hội nhà văn, 1998,1998,
ObjectId("5cab08f182ac8110ad8a3f64"),100 truyện ngắn hay Việt Nam,Ban tuyển chọn : Ma Văn Kháng, Ngô Văn Phú, Lê Minh Khuê. - H. : Nxb. Hội nhà văn, 1998,1998,
ObjectId("5cab08f182ac8110ad8a3f65"),1000 câu giao tiếp Hoa-Việt,Xuân Huy, Lan Anh, Chu Minh. - Tp. Hồ Chí Minh : Nxb. Trẻ, 2000,2000,
ObjectId("5cab08f182ac8110ad8a3f66"),1000 câu hát đưa em ở Long An,Trịnh Hùng (sưu tầm, biên dịch, giới thiệu). - H. : Đại học Quốc gia Hà Nội, 2010,2010,
ObjectId("5cab08f182ac8110ad8a3f67"),1000 câu hỏi trắc nghiệm đại lí 11,Tăng Văn Dom, Nguyễn Trùng Khánh. - Tp. Hồ Chí Minh : Đại học Quốc gia thành phố Hồ Chí Minh, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3f68"),1000 câu hỏi trắc nghiệm hóa học,Lê Đình Nguyên. - Tp. Hồ Chí Minh : Đại học Quốc gia thành phố Hồ Chí Minh, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3f69"),1000 câu hội thoại Đức-Việt,Nguyễn Quang. - H. : Nxb. Hà Nội, 2002,2002,
ObjectId("5cab08f182ac8110ad8a3f6a"),1002 mẹo vặt cho cuộc sống hiện đại,B.s. : Thư Quỳnh, Thu Hương. - H. : Lao động Xã hội, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3f6b"),101 bài toán chọn lọc lớp 11-12 Phổ thông trung học,Phan Đức Chính. - Tp. Hồ Chí Minh : Nxb. Trẻ, 1999,1999,Phòng Mượn: VNM 036786-036788
ObjectId("5cab08f182ac8110ad8a3f6c"),101 điều cần biết về đôi mắt của bạn,Nguyễn Thị Lan. - H. : Văn hóa Thông tin, 2000,2000,Phòng Mượn: VNM 035483-035487
ObjectId("5cab08f182ac8110ad8a3f6d"),101 điều cần biết về tín ngưỡng và phong tục Việt Nam,Trương Thìn. - H. : Nxb. Hà Nội, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3f6e"),101 giai thoại về phụ nữ Việt Nam,Hoàng Khôi, Hoàng Đình Thi. - H. : Phụ nữ, 1987,1987,Phòng Mượn: VNM 024829-024830
ObjectId("5cab08f182ac8110ad8a3f6f"),101 key ideas astsonomy. - London : NTC, 2000,,2000,
ObjectId("5cab08f182ac8110ad8a3f70"),101 key ideas evolution,Morton Jenkins. - London : Cox & Wyman, 2000,2000,
ObjectId("5cab08f182ac8110ad8a3f71"),101 key ideas psychology,Dave Robinson. - London : NTC, 2000,2000,
ObjectId("5cab08f182ac8110ad8a3f72"),101 marketing strategies for accounting, law, consulting, and professional services firms,Troy Waugh. - Hoboken : John Wiley & Sons, 2004,2004,
ObjectId("5cab08f182ac8110ad8a3f73"),101 more best resumes,Jay A, Block, Michael Betrus. - NewYork : McGraw Hill, 1999,1999,
ObjectId("5cab08f182ac8110ad8a3f74"),101 substitution tables for students of English,H.V. George. - Cambridge : Cambridge University, 1967,1967,
ObjectId("5cab08f182ac8110ad8a3f75"),101 substitution tables for students of English,H.V. George. - London : Cambridge University, 1967,1967,
ObjectId("5cab08f182ac8110ad8a3f76"),101 thuật toán và chương trình,Lê Văn Doanh, Trần Khắc Tuấn. - H. : Khoa học Kỹ thuật, 1993,1993,Phòng Giáo trình: VNG 01265:0001->0082
ObjectId("5cab08f182ac8110ad8a3f77"),101 thuật toán và chương trình bài toán khoa học kỹ thuật và kinh tế bằng ngôn ngữ C,Lê Văn Doanh, Trần Khắc Tuấn, Lê Đình Anh. - H. : Khoa học Kỹ thuật, 1999,1999,Phòng Giáo trình: VNG 02257:0001->0040
ObjectId("5cab08f182ac8110ad8a3f78"),101 truyện mẹ kể con nghe,Nguyễn Tiến Chiêm. - H. : Phụ nữ, 1999,1999,Phòng Mượn: VNM 032284-032286, 032288
ObjectId("5cab08f182ac8110ad8a3f79"),1038 sự cố trên phần cứng máy vi tính,VN-Guide (dịch). - H. : Thống kê, 2000,2000,Phòng Mượn: VNM 031434-031435, 038754-38758
ObjectId("5cab08f182ac8110ad8a3f7a"),105 câu hỏi đáp về kỹ thuật an toàn cơ khí. - H. : Công nhân kỹ thuật, 1986,,1986,Phòng Mượn: VNM 024137-024139
ObjectId("5cab08f182ac8110ad8a3f7b"),106 nhà thông thái,P.S. Taranốp ; Đỗ Minh Hợp (dịch). - H. : Chính trị Quốc gia, 2000,2000,Phòng Mượn: VNM 034046
ObjectId("5cab08f182ac8110ad8a3f7c"),1080 câu đố vui,Thanh Hương. - H. : Phụ nữ, 2002,2002,Phòng Mượn: VNM 033930-033934
ObjectId("5cab08f182ac8110ad8a3f7d"),109 hiện tượng bí ẩn trên thế giới,Kính Vạn Lý ; Phạm Bá (dịch). - H. : Thanh niên, 2002,2002,Phòng Mượn: VNM 036040-036044
ObjectId("5cab08f182ac8110ad8a3f7e"),110 mạch ứng dụng OP-AMP,R.M Marsson ; Ngô Đức Hoàng (dịch). - H. : [Knxb], 1990,1990,Phòng Mượn: VNM 027406
ObjectId("5cab08f182ac8110ad8a3f7f"),115 câu hỏi và giải đáp về chế độ tiền lương và phụ cấp lương đối với cán bộ, công chức,Nguyễn Quảng (biên soạn và tuyển chọn). - H. : Lao động Xã hội, 2001,2001,Phòng Mượn: VNM 033775-033776
ObjectId("5cab08f182ac8110ad8a3f80"),1160 câu trắc nghiệm phần hóa học hữu cơ,Trần Trung Ninh, Phạm Thị Bình. - H. : Đại học quốc gia Hà Nội, 2008,2008,
ObjectId("5cab08f182ac8110ad8a3f81"),12 con giáp,B.s. : Vũ Ngọc Khánh, Trần Mạnh Thường (ch.b.), Bùi Xuân Mỹ,.... - H. : Nxb. Hội nhà văn, 1998,1998,
ObjectId("5cab08f182ac8110ad8a3f82"),120 bài luyện dịch Pháp văn,Nguyễn Văn Dư. - Tp. Hồ Chí Minh : [Knxb], 1994,1994,
ObjectId("5cab08f182ac8110ad8a3f83"),120 bài luyện dịch Pháp văn,Nguyễn Văn Dư. - Tp. Hồ Chí Minh, 1994,1994,Phòng Mượn: NNM 000885-000886400/F 000021-000022
ObjectId("5cab08f182ac8110ad8a3f84"),120 bài luyện dịch Pháp văn,Nguyễn Văn Dự (soạn và dịch). - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 2000,2000,
ObjectId("5cab08f182ac8110ad8a3f85"),120 bài luyện dịch Pháp văn,Nguyễn Văn Dự (soạn và dịch). - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 2000,2000,Phòng Mượn: NNM 001334-001335400/F 000026-000028
ObjectId("5cab08f182ac8110ad8a3f86"),120 năm báo chí Việt Nam,Hồng Chương. - Tp. Hồ Chí Minh : Nxb. Tp Hồ Chí Minh, 1985,1985,
ObjectId("5cab08f182ac8110ad8a3f87"),120 năm báo chí Việt Nam,Hồng Chương. - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 1985,1985,Phòng Mượn: VNM 022063-022064
ObjectId("5cab08f182ac8110ad8a3f88"),120 sơ đồ mạch điện tử thực dụng,Nguyễn Trọng Đức. - H. : Thanh niên, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3f89"),125 sơ đồ kế toán lập và phân tích báo cáo tài chính,Bùi Văn Dương. - Tp. Hồ Chí Minh : Tài chính, 1999,1999,Phòng Mượn: VNM 032826-032830
ObjectId("5cab08f182ac8110ad8a3f8a"),125 bài văn,Nguyễn Xuân Lạc, Lê Đức Hạnh, Hoàng Kiều,.... - H. : Đại học quốc gia Hà Nội, 1999,1999,Phòng Mượn: VNM 031262-031268
ObjectId("5cab08f182ac8110ad8a3f8b"),130 câu hỏi-trả lời về huấn luyện thể thao hiện đại,Diên Phong ; Người dịch : Nguyễn Thiệt Tình,.... - H. : Thể dục Thể thao, 2001,2001,Phòng Giáo trình: VNG 02368:0001->0017
ObjectId("5cab08f182ac8110ad8a3f8c"),135 bài toán tích phân,Nguyễn Xuân Báu (b.s.), Thanh Tâm. - H. : Thanh niên, 1999,1999,Phòng Mượn: VNM 036961-036962
ObjectId("5cab08f182ac8110ad8a3f8d"),14 truyện ngắn hiện đại Trung Quốc,Tuyển dịch : Phạm Hà Phú, Lê Bầu. - H. : Văn hoá Thông tin, 2002,2002,Phòng Mượn: VNM 036428-036432
ObjectId("5cab08f182ac8110ad8a3f8e"),147 câu hỏi và giải đáp về nhà ,Lê Anh ThưHoà ThườngNguyễn Trung Việt. - H. : Thông tin, 1991,1991,Phòng Mượn: VNM 027790, 027945-027946
ObjectId("5cab08f182ac8110ad8a3f8f"),147 câu hỏi và giải đáp về nhà đất,Lê Anh Thư, Hoà Thường, Nguyễn Trung Việt. - H. : Thông tin, 1991,1991,
ObjectId("5cab08f182ac8110ad8a3f90"),15 anh hùng dân gian các thời đại,Đoàn Doãn (biên dịch). - H. : Văn hóa Thông tin, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3f91"),15 bộ đề thi trắc nghiệm vật lý 12,Mai Trọng ý (ch.b.). - H. : Đại học Quốc gia Hà Nội, 2008,2008,
ObjectId("5cab08f182ac8110ad8a3f92"),15 năm xây dựng và phát triển của Đoàn TNCS Hồ Chí Minh, Trường ĐHSP Quy Nhơn (1978-1993. - [Kđ] : [Knxb], 1993,,1993,
ObjectId("5cab08f182ac8110ad8a3f93"),15 nhà văn. - Tp. Hồ Chí Minh : Nxb. Trẻ, 2002,,2002,Phòng Mượn: VVM 005341-005343
ObjectId("5cab08f182ac8110ad8a3f94"),150 câu hỏi chọn lọc và trả lời về tiến hóa, sinh thái học, cơ sở chọn giống,Lê Đình Trung. - H. : Đại học Quốc gia Hà Nội, 2001,2001,Phòng Giáo trình: VNG 02455:0001->0024
ObjectId("5cab08f182ac8110ad8a3f95"),150 bài luyện thi môn đọc hiểu, trình độ B,Nguyễn Trung Tánh. - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 1997,1997,
ObjectId("5cab08f182ac8110ad8a3f96"),150 bài tập rèn luyện kỹ năng xây dựng đoạn văn,Nguyễn Quang Ninh. - H. : Trường Đại học sư phạm Hà Nội I, 1993,1993,Phòng Giáo trình: VNG 01275:0001->0035
ObjectId("5cab08f182ac8110ad8a3f97"),150 ca khúc dùng trong sinh hoạt tập thể,Trần Hoàng Trung (ch.b.) ; Chính Huấn (h.đ.). - H. : Lao động, 2003,2003,
ObjectId("5cab08f182ac8110ad8a3f98"),150 lời khuyên thực hành về gia công kim loại, thủy tinh, gỗ, điều chế và sử dụng keo, kỹ thuật in ảnh và trang trí,V.G. Baxtanov ; Dịch : Đặng Văn Sử,.... - H. : Khoa học Kỹ thuật, 1990,1990,Phòng Mượn: VNM 027476
ObjectId("5cab08f182ac8110ad8a3f99"),160 mẫu soạn thảo văn bản hành chính và hợp đồng thường dùng trong kinh doanh,Lê Thành Kính. - H. : Thống kê, 2000,2000,Phòng Mượn: VNM 032821-032825
ObjectId("5cab08f182ac8110ad8a3f9a"),161 truyện vui về các danh nhân,Vũ Văn Tôn (b.s.). - Thuận Hóa : Nxb. Thuận Hóa, 1999,1999,Phòng Mượn: VNM 031323-031325
ObjectId("5cab08f182ac8110ad8a3f9b"),17 truyện ngắn,Anh Đức. - H. : Văn học, 1984,1984,Phòng Mượn: VNM 023418-023424
ObjectId("5cab08f182ac8110ad8a3f9c"),17 truyện ngắn thành phố Hồ Chí Minh,Nguyễn Quang Sáng, Anh Đức, Viễn Phương.... - Tp. Hồ Chí Minh : Tác phẩm mới, 1982,1982,Phòng Mượn: VNM 010971-010973
ObjectId("5cab08f182ac8110ad8a3f9d"),175 thí nghiệm khoa học,Brenda Walpole ; Bạch Lan (dịch). - Long An : Nxb. Long An, 1990,1990,
ObjectId("5cab08f182ac8110ad8a3f9e"),18 truyện ngắn Hà Nội,Lê Bầu, Đỗ Chu, Trần Dũng,.... - H. : Tác phẩm mới, 1984,1984,Phòng Mượn: VNM 016181-016187
ObjectId("5cab08f182ac8110ad8a3f9f"),180 sơ đồ kế toán doanh nghiệp, 22 chuẩn mực kế toán,Võ Văn Nhị. - H. : Tài chính, 2005,2005,
ObjectId("5cab08f182ac8110ad8a3fa0"),192 bài thơ chữ Hán của Nguyễn Du,Nguyễn Du ; Bùi Hạnh Cẩn (dịch). - H. : Văn hóa thông tin, 1995,1995,Phòng Mượn: VNM 029650-029651
ObjectId("5cab08f182ac8110ad8a3fa1"),192 bài thơ chữ Hán của Nguyễn Du,Bùi Hạnh Cẩn (biên dịch và chú thích). - H. : Văn hóa Thông tin, 1998,1998,Phòng Mượn: VNM 029755-029756
ObjectId("5cab08f182ac8110ad8a3fa2"),195 hỏi đáp khoa học lý thú,Vũ Bội Tuyền (ch.b.), Văn Thị Đức. - H. : Thanh niên, 2002,2002,Phòng Mượn: VNM 036070-036079
ObjectId("5cab08f182ac8110ad8a3fa3"),20 bộ đề trắc nghiệm hóa học 12,Phạm Đức Bình, Lê Thị Tâm, Nguyễn Thị Vân Anh. - H. : Đại học Sư phạm Hà Nội, 2008,2008,
ObjectId("5cab08f182ac8110ad8a3fa4"),200 bài luận tiếng Anh,Đặng Kim Chi. - Đồng Nai : Nxb. Đồng Nai, 1997,1997,
ObjectId("5cab08f182ac8110ad8a3fa5"),200 bài toán chọn lọc về hệ thức lượng giác trong tam giác,Nguyễn Thượng Võ. - H. : [Knxb], 1989,1989,Phòng Mượn: VNM 027148-027153
ObjectId("5cab08f182ac8110ad8a3fa6"),200 Câu hỏi và giải đáp về hợp đồng lao động. - H. : Lao động Xã hội, 2000,,2000,Phòng Mượn: VNM 033153-033154
ObjectId("5cab08f182ac8110ad8a3fa7"),2000 mẫu câu thông dụng trong đàm thoại tiếng Anh,Lê Huy Lâm, Trương Hoàng Duy. - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 2001,2001,
ObjectId("5cab08f182ac8110ad8a3fa8"),2006 international building code companion,R. Dodge Woodson. - NewYork : McGraw Hill, 2007,2007,
ObjectId("5cab08f182ac8110ad8a3fa9"),202 useful exercises for IELTS,Garry Adams, Terry Peck. - Tp. Hồ Chí Minh : Nxb. Tp. Hồ Chí Minh, 2005,2005,
ObjectId("5cab08f182ac8110ad8a3faa"),207 phương pháp giải và giải bài toán chọn lọc lớp 11,Võ Đại Mau, Võ Đại Hoài Đức. - T.p Hồ Chí Minh : Nxb. Trẻ, 1995,1995,Phòng Giáo trình: VNG 01741:0001->0015
ObjectId("5cab08f182ac8110ad8a3fab"),20th century bookkeeping and accounting,Lewis D. Boynton, Paul A. Carlson, Hamden L. Forkner, Robert M. Swanson. - Cincinnati : South-Western publishing Company, 1967,1967,
ObjectId("5cab08f182ac8110ad8a3fac"),20th century bookkeeping and accounting,Lewis D. Boynton, Paul A. Carlson, Handen L. Forkner, Robert M. Swanson. - Cincinnati : South-Western Publishing Company, 1968,1968,
ObjectId("5cab08f182ac8110ad8a3fad"),21 truyện ngắn quân đội,Triệu Bôn, Nam Cao, Nguyễn Minh Châu,.... - H. : Tác phẩm mới, 1984,1984,Phòng Mượn: VNM 017500-017506
ObjectId("5cab08f182ac8110ad8a3fae"),210 bài tập ngữ pháp và đọc hiểu điền từ môn tiếng Anh,Võ Nguyễn Xuân Tùng. - Tp. Hồ Chí Minh : Nxb. Trẻ, 2002,2002,
ObjectId("5cab08f182ac8110ad8a3faf"),212 câu hỏi và trả lời luật bóng rổ,Đinh Can. - H. : Thể dục Thể thao, 1980,1980,
ObjectId("5cab08f182ac8110ad8a3fb0"),213 mẫu chữ đẹp,Hùng Thắng. - H. : Thanh niên, 2001,2001,Phòng Mượn: VNM 034744-034748
ObjectId("5cab08f182ac8110ad8a3fb1"),216 câu hỏi-đáp về bộ luật tố tụng hình sự,Trần Đông Phong. - Cà Mau : Nxb. Mũi Cà Mau, 2001,2001,Phòng Mượn: VNM 038553-038554
